Incident_ID,Civilian_Officer,ORI,Gender,Race_Ethnic_Group,Asian_Race,Age,Injured,Injury_Level,Injury_Type,Medical_Aid,Injury_From_Preexisting_Condition,Received_Force_Location,Order_Of_Force_Specified,Order_Of_Force_Str,Received_Force,Received_Force_Type,DISCHARGE_OF_FIREARM_INDIVIDUAL,DISCHARGE_OF_FIREARM_INCIDENT,CIVILIAN_Mental_Status,CIVILIAN_Assaulted_Officer,CIVILIAN_Highest_Charge,CIVILIAN_Crime_Qualifier,CIVILIAN_Perceived_Armed,CIVILIAN_Perceived_Armed_Weapon,CIVILIAN_Firearm_Type,CIVILIAN_Resisted,CIVILIAN_Resistance_Type,CIVILIAN_Custody_Status,CIVILIAN_Confirmed_Armed,CIVILIAN_Confirmed_Armed_Weapon,CIVILIAN_K12_Type,OFFICER_Officer_Used_Force,OFFICER_Officer_Used_Force_Reason,OFFICER_On_Duty,OFFICER_Dress
URSUS-37-0000-2016-QVA,Officer,CA0370000,Male,White,,26-30,FALSE,,,,,Rear upper torso/back,,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To effect arrest or take into custody,TRUE,Patrol Uniform
URSUS-37-0000-2016-QVA,Officer,CA0370000,Male,White,,36-40,FALSE,,,,,"Head, Neck/throat",,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-37-0000-2016-QVA,Officer,CA0370000,Male,White,,36-40,FALSE,,,,,Front lower torso/abdomen,,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-37-0000-2016-QVA,Officer,CA0370000,Male,White,,41-45,FALSE,,,,,Front legs/feet,,,TRUE,Civilian vehicle contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-37-0000-2016-QXQ,Civilian,CA0370000,Female,White,,46-50,TRUE,Serious bodily injury,"Bone fracture, Abrasion/Laceration",Admitted to hospital - other circumstance,FALSE,"Head, Arms/hands",FALSE,,TRUE,K-9 contact,FALSE,FALSE,None,FALSE,1203.2 PC PROB VIOL:REARREST/REVOKE,,TRUE,Unknown,,TRUE,Passive non-compliance,In custody (other),FALSE,,,,,,
URSUS-37-0000-2016-QXQ,Officer,CA0370000,Male,Hispanic,,46-50,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To effect arrest or take into custody,TRUE,Patrol Uniform
URSUS-37-0000-2016-RMV,Civilian,CA0370000,Male,Hispanic,,18-20,TRUE,Serious bodily injury,Unconscious,Medical assistance - treated at facility and released,FALSE,Neck/throat,TRUE,"Other control hold/takedown -> Other physical contact (Use of hands, fists, feet, etc) -> Carotid restraint control hold",TRUE,"Carotid restraint control hold, Other control hold/takedown, Other physical contact (Use of hands, fists, feet, etc)",FALSE,FALSE,None,TRUE,243.9(A) PC BATT/GASSING PO/ETC EMP (FELONY),,FALSE,,,TRUE,Assaultive,In custody (other),FALSE,,,,,,
URSUS-37-0000-2016-RMV,Officer,CA0370000,Male,Hispanic,,36-40,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-37-0000-2016-RMV,Officer,CA0370000,Male,White,,31-35,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-37-0000-2016-RMV,Officer,CA0370000,Male,White,,31-35,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-37-0000-2016-RMV,Officer,CA0370000,Male,White,,36-40,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-37-0000-2016-RMV,Officer,CA0370000,Male,White,,31-35,FALSE,,,,,Head,,,TRUE,Other dangerous weapon,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-37-0000-2016-RMV,Officer,CA0370000,Male,White,,31-35,FALSE,,,,,(Not applicable),,,TRUE,Other dangerous weapon,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-37-0000-2016-RVU,Civilian,CA0370000,Male,White,,41-45,TRUE,Serious bodily injury,Unconscious,Medical assistance - treated at facility and released,FALSE,Rear upper torso/back,TRUE,"Other physical contact (Use of hands, fists, feet, etc) -> Electronic control device",TRUE,"Other physical contact (Use of hands, fists, feet, etc), Electronic control device",FALSE,FALSE,None,TRUE,148(A)(1) PC OBSTRUCT/ETC PUB OFCR/ETC (MISDEMEANOR),,FALSE,,,TRUE,Assaultive,Cited and released,FALSE,,,,,,
URSUS-37-0000-2016-RVU,Officer,CA0370000,Male,White,,46-50,FALSE,,,,,(Not applicable),,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape",TRUE,Patrol Uniform
URSUS-37-0000-2016-RYU,Civilian,CA0370000,Male,White,,26-30,TRUE,Death,Gunshot wound,Medical assistance - treated on scene,FALSE,Head,,,TRUE,Discharge of firearm (hit),TRUE,TRUE,Signs of mental disability,TRUE,,,FALSE,,,TRUE,Life-threatening,Deceased,TRUE,Other dangerous weapon,,,,,
URSUS-37-0000-2016-RYU,Officer,CA0370000,Male,White,,31-35,FALSE,,,,,(Not applicable),,,TRUE,Other dangerous weapon,FALSE,TRUE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-37-0000-2016-RYU,Officer,CA0370000,Male,White,,31-35,FALSE,,,,,(Not applicable),,,TRUE,Other dangerous weapon,FALSE,TRUE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-37-0000-2016-RYU,Officer,CA0370000,Male,White,,31-35,FALSE,,,,,(Not applicable),,,TRUE,Other dangerous weapon,FALSE,TRUE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-37-0000-2016-SBF,Civilian,CA0370000,Male,Hispanic,,46-50,TRUE,Serious bodily injury,Abrasion/Laceration,Medical assistance - treated at facility and released,FALSE,"Head, Rear upper torso/back, Arms/hands",FALSE,,TRUE,"Other control hold/takedown, Other physical contact (Use of hands, fists, feet, etc)",FALSE,FALSE,Signs of alcohol impairment,TRUE,647(F) PC DISORD CONDUCT:UI/DRUG (MISDEMEANOR) DRG,,FALSE,,,TRUE,Assaultive,In custody (other),FALSE,,,,,,
URSUS-37-0000-2016-SBF,Officer,CA0370000,Male,White,,26-30,FALSE,,,,,Arms/hands,,,TRUE,Blunt / impact weapon,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-37-0000-2016-TAP,Civilian,CA0370000,Male,White,,36-40,TRUE,Serious bodily injury,Bone fracture,Admitted to hospital - other circumstance,FALSE,"Rear upper torso/back, Rear lower torso/back",,,TRUE,Electronic control device,FALSE,FALSE,Signs of alcohol impairment,TRUE,69 PC OBSTRUCT/RESIST EXEC OFCR (MISDEMEANOR),,TRUE,Other dangerous weapon,,TRUE,Assaultive,In custody (other),TRUE,Other dangerous weapon,,,,,
URSUS-37-0000-2016-TAP,Officer,CA0370000,Male,"Asian Indian, Asian / Pacific Islander",Other Pacific Islander,31-35,FALSE,,,,,(Not applicable),,,TRUE,Other dangerous weapon,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-37-0000-2016-TNY,Civilian,CA0370000,Male,White,,31-35,TRUE,Serious bodily injury,Bone fracture,Medical assistance - treated at facility and released,FALSE,Head,,,TRUE,"Other physical contact (Use of hands, fists, feet, etc)",FALSE,FALSE,None,TRUE,69 PC OBSTRUCT/RESIST EXEC OFCR (MISDEMEANOR),,FALSE,,,TRUE,Assaultive,In custody (other),FALSE,,,,,,
URSUS-37-0000-2016-TNY,Officer,CA0370000,Male,White,,31-35,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To effect arrest or take into custody,TRUE,Patrol Uniform
URSUS-37-0000-2016-TNY,Officer,CA0370000,Female,Hispanic,,26-30,TRUE,Injury,Abrasion/Laceration,No medical assistance or refused assistance,,Front legs/feet,,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To effect arrest or take into custody,TRUE,Patrol Uniform
URSUS-37-0000-2016-TNY,Officer,CA0370000,Male,White,,31-35,TRUE,Serious bodily injury,Bone fracture,Medical assistance - treated at facility and released,FALSE,Head,,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To effect arrest or take into custody,TRUE,Patrol Uniform
URSUS-37-0000-2016-UGZ,Civilian,CA0370000,Male,Hispanic,,46-50,TRUE,Serious bodily injury,Gunshot wound,Admitted to hospital - critical injuries,FALSE,"Front upper torso/chest, Front lower torso/abdomen",,,TRUE,Discharge of firearm (hit),TRUE,TRUE,"Signs of drug impairment, Signs of alcohol impairment",TRUE,245(D)(2) PC ASLT:SEMIAUTO F/ARM:PO/FF (FELONY) ASF,,TRUE,Firearm,Handgun,TRUE,Life-threatening,In custody (other),TRUE,Firearm,,,,,
URSUS-37-0000-2016-UGZ,Officer,CA0370000,Female,Hispanic,,36-40,FALSE,,,,,(Not applicable),,,TRUE,"Threat of firearm, Discharge of firearm (miss)",TRUE,TRUE,,,,,,,,,,,,,,TRUE,To effect arrest or take into custody,TRUE,Patrol Uniform
URSUS-37-0000-2016-UGZ,Officer,CA0370000,Male,Hispanic,,31-35,FALSE,,,,,(Not applicable),,,TRUE,"Threat of firearm, Discharge of firearm (miss)",TRUE,TRUE,,,,,,,,,,,,,,TRUE,To effect arrest or take into custody,TRUE,Patrol Uniform
URSUS-37-0000-2016-UNA,Civilian,CA0370000,Male,White,,26-30,TRUE,Injury,Abrasion/Laceration,Medical assistance - treated at facility and released,FALSE,Rear legs,,,TRUE,K-9 contact,FALSE,FALSE,None,TRUE,69 PC OBSTRUCT/RESIST EXEC OFCR (MISDEMEANOR),,FALSE,,,TRUE,Assaultive,In custody (other),FALSE,,,,,,
URSUS-37-0000-2016-UNA,Officer,CA0370000,Female,White,,21-25,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-37-0000-2016-UNA,Officer,CA0370000,Male,Asian / Pacific Islander,Japanese,31-35,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To prevent escape,TRUE,Patrol Uniform
URSUS-37-0000-2016-UNA,Officer,CA0370000,Male,White,,31-35,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To effect arrest or take into custody,TRUE,Patrol Uniform
URSUS-37-0000-2016-UNA,Officer,CA0370000,Male,White,,51-55,TRUE,Serious bodily injury,Bone fracture,Medical assistance - treated at facility and released,FALSE,Front upper torso/chest,,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To effect arrest or take into custody,TRUE,Patrol Uniform
URSUS-37-0000-2016-UXB,Civilian,CA0370000,Male,Hispanic,,31-35,TRUE,Serious bodily injury,Unconscious,Admitted to hospital - precautionary measure only,FALSE,"Head, Neck/throat, Arms/hands, Front legs/feet, Rear legs",TRUE,"Other control hold/takedown -> Other physical contact (Use of hands, fists, feet, etc) -> Carotid restraint control hold",TRUE,"Carotid restraint control hold, Other control hold/takedown, Other physical contact (Use of hands, fists, feet, etc)",FALSE,FALSE,None,TRUE,00IN CUSTODY ARR ZZ IN CUSTODY ARREST,,FALSE,,,TRUE,Active resistance,In custody (other),FALSE,,,,,,
URSUS-37-0000-2016-UXB,Officer,CA0370000,Male,Black,,36-40,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-37-0000-2016-UXB,Officer,CA0370000,Male,Hispanic,,26-30,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-37-0000-2016-UXB,Officer,CA0370000,Male,Hispanic,,31-35,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-37-0000-2016-UXB,Officer,CA0370000,Male,Hispanic,,36-40,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-37-0000-2016-VBB,Civilian,CA0370000,Male,Hispanic,,21-25,TRUE,Serious bodily injury,Gunshot wound,Admitted to hospital - critical injuries,FALSE,Front upper torso/chest,,,TRUE,Discharge of firearm (hit),TRUE,TRUE,None,TRUE,245(D)(1) PC ASLT PO W/FIREARM (FELONY),,TRUE,Firearm,Handgun,TRUE,Life-threatening,In custody (other),TRUE,Firearm,,,,,
URSUS-37-0000-2016-VBB,Officer,CA0370000,Male,Asian / Pacific Islander,Other Pacific Islander,36-40,FALSE,,,,,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,,TRUE,To effect arrest or take into custody,TRUE,Patrol Uniform
URSUS-37-0000-2016-VBB,Officer,CA0370000,Male,Asian / Pacific Islander,Other Asian,36-40,FALSE,,,,,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,,TRUE,To effect arrest or take into custody,TRUE,Patrol Uniform
URSUS-37-0000-2016-VBB,Officer,CA0370000,Male,White,,41-45,FALSE,,,,,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,,TRUE,To effect arrest or take into custody,TRUE,Plainclothes
URSUS-37-0000-2016-VBB,Officer,CA0370000,Male,Hispanic,,31-35,FALSE,,,,,(Not applicable),,,TRUE,Threat of firearm,FALSE,TRUE,,,,,,,,,,,,,,TRUE,To effect arrest or take into custody,TRUE,Patrol Uniform
URSUS-37-0000-2016-VJX,Civilian,CA0370000,Male,White,,41-45,TRUE,Serious bodily injury,"Bone fracture, Abrasion/Laceration",Medical assistance - treated at facility and released,FALSE,"Head, Front lower torso/abdomen, Rear lower torso/back, Arms/hands, Front legs/feet, Rear legs",FALSE,,TRUE,"Other control hold/takedown, Other physical contact (Use of hands, fists, feet, etc), Electronic control device",FALSE,FALSE,None,TRUE,,,FALSE,,,TRUE,Assaultive,None of these,FALSE,,,,,,
URSUS-37-0000-2016-VJX,Officer,CA0370000,Male,Hispanic,,26-30,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-37-0000-2016-VJX,Officer,CA0370000,Male,Hispanic,,31-35,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-37-0000-2016-VJX,Officer,CA0370000,Male,Hispanic,,41-45,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-37-0000-2016-VJX,Officer,CA0370000,Male,White,,26-30,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-37-0000-2016-VJX,Officer,CA0370000,Male,White,,21-25,TRUE,Injury,Abrasion/Laceration,No medical assistance or refused assistance,,"Head, Neck/throat",,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-37-0000-2016-VJX,Officer,CA0370000,Male,White,,31-35,FALSE,,,,,Arms/hands,,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-37-0000-2016-VJX,Officer,CA0370000,Male,White,,36-40,FALSE,,,,,(Not applicable),,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-37-0000-2016-WNA,Civilian,CA0370000,Male,Hispanic,,51-55,TRUE,Serious bodily injury,Unconscious,Medical assistance - treated on scene,FALSE,"Neck/throat, Arms/hands",TRUE,Other control hold/takedown -> Carotid restraint control hold,TRUE,"Carotid restraint control hold, Other control hold/takedown",FALSE,FALSE,Signs of alcohol impairment,FALSE,,,TRUE,Unknown,,TRUE,Active resistance,None of these,FALSE,,,,,,
URSUS-37-0000-2016-WNA,Officer,CA0370000,Male,White,,41-45,TRUE,Injury,Abrasion/Laceration,Medical assistance - treated on scene,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Plainclothes
URSUS-37-0000-2016-YBS,Civilian,CA0370000,Male,Black,,31-35,TRUE,Serious bodily injury,Unconscious,Medical assistance - treated at facility and released,FALSE,Front upper torso/chest,,,TRUE,Other control hold/takedown,FALSE,FALSE,Signs of alcohol impairment,FALSE,69 PC OBSTRUCT/RESIST EXEC OFCR (MISDEMEANOR),,FALSE,,,TRUE,Assaultive,In custody (other),FALSE,,,,,,
URSUS-37-0000-2016-YBS,Officer,CA0370000,Male,White,,31-35,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-37-0000-2016-YNR,Civilian,CA0370000,Female,White,,26-30,TRUE,Injury,Contusion,Medical assistance - treated on scene,FALSE,"Head, Neck/throat, Rear upper torso/back, Rear below waist/buttocks, Front legs/feet, Rear legs",FALSE,,TRUE,"Other control hold/takedown, Other physical contact (Use of hands, fists, feet, etc)",FALSE,FALSE,None,TRUE,69 PC OBSTRUCT/RESIST EXEC OFCR (MISDEMEANOR),,FALSE,,,TRUE,Life-threatening,In custody (other),TRUE,Other dangerous weapon,,,,,
URSUS-37-0000-2016-YNR,Officer,CA0370000,Female,American Indian,,36-40,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-37-0000-2016-YNR,Officer,CA0370000,Female,Asian / Pacific Islander,Other Asian,41-45,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-37-0000-2016-YNR,Officer,CA0370000,Female,Hispanic,,26-30,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-37-0000-2016-YNR,Officer,CA0370000,Female,White,,31-35,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-37-0000-2016-YNR,Officer,CA0370000,Male,Hispanic,,26-30,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-37-0000-2016-YNR,Officer,CA0370000,Male,Hispanic,,46-50,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-37-0000-2016-YNR,Officer,CA0370000,Male,White,,31-35,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-37-0000-2016-YNR,Officer,CA0370000,Female,Hispanic,,21-25,FALSE,,,,,"Front upper torso/chest, Front below waist/groin area",,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-37-0000-2016-YNR,Officer,CA0370000,Female,White,,26-30,TRUE,Serious bodily injury,"Unconscious, Contusion, Concussion",Medical assistance - treated at facility and released,FALSE,"Head, Neck/throat",,,TRUE,"Civilian physical contact, Blunt / impact weapon",FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-37-0500-2016-DPX,Civilian,CA0370500,Male,White,,31-35,TRUE,Serious bodily injury,Bone fracture,Medical assistance - treated at facility and released,FALSE,Rear upper torso/back,FALSE,,TRUE,"Other control hold/takedown, Other physical contact (Use of hands, fists, feet, etc)",FALSE,FALSE,None,FALSE,148(A)(1),,FALSE,,,TRUE,Active resistance,Cited and released,FALSE,,,,,,
URSUS-37-0500-2016-DPX,Officer,CA0370500,Male,White,,21-25,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To prevent escape,TRUE,Patrol Uniform
URSUS-37-0500-2016-DPX,Officer,CA0370500,Male,White,,31-35,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,FALSE,,TRUE,Patrol Uniform
URSUS-37-0500-2016-WZY,Civilian,CA0370500,Male,Black,,36-40,TRUE,Death,"Abrasion/Laceration, Gunshot wound",Admitted to hospital - critical injuries,FALSE,"Neck/throat, Front upper torso/chest, Rear upper torso/back, Front lower torso/abdomen",FALSE,,TRUE,"Electronic control device, Discharge of firearm (hit)",TRUE,TRUE,Signs of mental disability,TRUE,,,TRUE,Other dangerous weapon,,TRUE,Active resistance,Deceased,TRUE,Firearm replica,,,,,
URSUS-37-0500-2016-WZY,Officer,CA0370500,Male,White,,46-50,FALSE,,,,,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,,TRUE,"To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-37-0500-2016-WZY,Officer,CA0370500,Male,Hispanic,,46-50,FALSE,,,,,(Not applicable),,,TRUE,"Threat of firearm, Other dangerous weapon",FALSE,TRUE,,,,,,,,,,,,,,TRUE,"To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-37-0500-2016-YKC,Civilian,CA0370500,Male,White,,31-35,FALSE,,,,,(Not applicable),,,TRUE,Discharge of firearm (miss),TRUE,TRUE,Signs of drug impairment,TRUE,245(c),,FALSE,,,TRUE,Life-threatening,In custody (other),FALSE,,,,,,
URSUS-37-0500-2016-YKC,Civilian,CA0370500,Female,White,,21-25,TRUE,Death,"Internal injury, Obvious disfigurement, Gunshot wound",Admitted to hospital - critical injuries,FALSE,"Head, Neck/throat, Front upper torso/chest, Arms/hands",FALSE,,TRUE,"Discharge of firearm (miss), Discharge of firearm (hit)",TRUE,TRUE,Signs of drug impairment,FALSE,,,FALSE,,,TRUE,Active resistance,Deceased,FALSE,,,,,,
URSUS-37-0500-2016-YKC,Officer,CA0370500,Male,Asian / Pacific Islander,Other Asian,31-35,FALSE,,,,,(Not applicable),,,TRUE,Other dangerous weapon,FALSE,TRUE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-37-1000-2016-PCA,Civilian,CA0371000,Male,Hispanic,,18-20,TRUE,Serious bodily injury,Bone fracture,Admitted to hospital - critical injuries,FALSE,"Arms/hands, Rear legs",TRUE,"Other physical contact (Use of hands, fists, feet, etc) -> Blunt / impact weapon",TRUE,"Other physical contact (Use of hands, fists, feet, etc), Blunt / impact weapon",FALSE,FALSE,None,TRUE,69 PC OBSTRUCT/RESIST EXEC OFF (FELONY),,FALSE,,,TRUE,Assaultive,In custody (other),FALSE,,,,,,
URSUS-37-1000-2016-PCA,Officer,CA0371000,Male,Hispanic,,36-40,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To overcome resistance",TRUE,Patrol Uniform
URSUS-37-1000-2016-PCA,Officer,CA0371000,Male,White,,36-40,TRUE,Injury,Abrasion/Laceration,No medical assistance or refused assistance,FALSE,Head,,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-37-1100-2016-AND,Civilian,CA0371100,Male,White,,31-35,TRUE,Injury,Abrasion/Laceration,Medical assistance - treated at facility and released,FALSE,"Front upper torso/chest, Rear lower torso/back, Arms/hands, Front legs/feet, Rear legs",FALSE,,TRUE,"Other control hold/takedown, Other physical contact (Use of hands, fists, feet, etc), Electronic control device, Discharge of firearm (miss), K-9 contact",TRUE,TRUE,Signs of drug impairment,TRUE,666/187(A),,TRUE,Firearm,Handgun,TRUE,Assaultive,In custody (other),TRUE,Firearm,,,,,
URSUS-37-1100-2016-AND,Officer,CA0371100,Female,White,,21-25,TRUE,Injury,"Contusion, Abrasion/Laceration",Medical assistance - treated at facility and released,FALSE,"Head, Neck/throat",,,TRUE,"Civilian physical contact, Threat of firearm, Discharge of firearm (miss)",TRUE,TRUE,,,,,,,,,,,,,,TRUE,To effect arrest or take into custody,TRUE,Patrol Uniform
URSUS-37-1100-2016-AND,Officer,CA0371100,Male,White,,26-30,TRUE,Injury,Contusion,Medical assistance - treated on scene,FALSE,"Head, Neck/throat",,,TRUE,"Civilian physical contact, Threat of firearm, Discharge of firearm (miss)",TRUE,TRUE,,,,,,,,,,,,,,TRUE,To effect arrest or take into custody,TRUE,Patrol Uniform
URSUS-37-1100-2016-AND,Officer,CA0371100,Male,White,,26-30,FALSE,,,,,(Not applicable),,,TRUE,Discharge of firearm (miss),TRUE,TRUE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To overcome resistance",TRUE,Tactical
URSUS-37-1100-2016-AND,Officer,CA0371100,Male,White,,26-30,FALSE,,,,,(Not applicable),,,TRUE,Discharge of firearm (miss),TRUE,TRUE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To overcome resistance",TRUE,Tactical
URSUS-37-1100-2016-AND,Officer,CA0371100,Male,White,,26-30,FALSE,,,,,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,,TRUE,To effect arrest or take into custody,TRUE,Utility
URSUS-37-1100-2016-AND,Officer,CA0371100,Male,White,,36-40,FALSE,,,,,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,,TRUE,To effect arrest or take into custody,TRUE,Patrol Uniform
URSUS-37-1100-2016-AZF,Civilian,CA0371100,Male,Asian / Pacific Islander,Laotian,26-30,TRUE,Death,Gunshot wound,Medical assistance - treated on scene,FALSE,Front upper torso/chest,,,TRUE,Discharge of firearm (hit),TRUE,TRUE,None,TRUE,,,FALSE,,,TRUE,Life-threatening,Deceased,FALSE,,,,,,
URSUS-37-1100-2016-AZF,Officer,CA0371100,Male,White,,26-30,FALSE,,,,,(Not applicable),,,TRUE,Civilian vehicle contact,FALSE,TRUE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-37-1100-2016-AZF,Officer,CA0371100,Male,White,,26-30,FALSE,,,,,(Not applicable),,,TRUE,Civilian vehicle contact,FALSE,TRUE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-37-1100-2016-AZF,Officer,CA0371100,Male,White,,26-30,FALSE,,,,,(Not applicable),,,TRUE,Civilian vehicle contact,FALSE,TRUE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-37-1100-2016-AZF,Officer,CA0371100,Male,White,,31-35,FALSE,,,,,(Not applicable),,,TRUE,Civilian vehicle contact,FALSE,TRUE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
